,time,condition,epoch,FC5,FC3,FC1,FCz,FC2,FC4,FC6,C5,C3,C1,Cz,C2,C4,C6,CP5,CP3,CP1,CPz,CP2,CP4,CP6,Fp1,Fpz,Fp2,AF7,AF3,AFz,AF4,AF8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,FT7,FT8,T7,T8,T9,T10,TP7,TP8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,PO7,PO3,POz,PO4,PO8,O1,Oz,O2,Iz
0,-0.2,T2,1,-43.333333333333336,-27.939393939393934,-17.939393939393938,-21.333333333333336,-6.878787878787878,-5.696969696969697,-3.5454545454545467,-29.696969696969695,-19.666666666666668,-5.484848484848483,-1.1515151515151512,-0.18181818181817824,12.030303030303031,11.09090909090909,-20.39393939393939,-3.5757575757575757,2.969696969696971,15.90909090909091,20.0,28.515151515151512,26.48484848484848,-36.45454545454545,-25.515151515151516,-25.757575757575754,-44.48484848484848,-42.06060606060606,-0.45454545454545403,-1.333333333333333,-13.060606060606062,-33.39393939393939,-30.303030303030305,-0.3636363636363634,7.515151515151515,10.757575757575756,7.030303030303029,7.727272727272726,-5.484848484848483,4.87878787878788,-18.12121212121212,9.848484848484851,-24.454545454545453,-1.2121212121212113,-45.424242424242415,15.454545454545455,-11.515151515151514,41.24242424242424,8.03030303030303,20.39393939393939,30.848484848484848,41.57575757575757,48.909090909090914,59.12121212121212,59.78787878787879,58.54545454545454,55.78787878787878,38.69696969696969,40.848484848484844,56.060606060606055,70.03030303030303,71.24242424242424,20.39393939393939,31.939393939393938,57.030303030303024,29.484848484848484
1,-0.19375,T2,1,11.666666666666668,30.06060606060606,38.06060606060606,32.666666666666664,36.12121212121212,20.303030303030305,9.454545454545455,17.3030303030303,31.33333333333333,39.515151515151516,39.84848484848485,28.818181818181824,31.030303030303024,17.090909090909093,23.606060606060606,35.42424242424242,38.96969696969697,47.90909090909091,44.0,46.51515151515151,39.48484848484848,-16.454545454545457,-0.5151515151515174,4.242424242424242,-18.484848484848484,-16.060606060606066,23.545454545454543,9.666666666666664,2.939393939393937,0.60606060606061,11.696969696969692,15.636363636363637,33.515151515151516,34.75757575757576,26.030303030303028,24.727272727272723,-1.4848484848484838,-3.1212121212121215,-4.121212121212119,9.848484848484851,-5.4545454545454515,5.787878787878788,8.575757575757574,12.454545454545457,11.48484848484849,22.242424242424242,19.03030303030303,24.393939393939394,23.848484848484848,36.57575757575757,39.909090909090914,41.12121212121212,41.78787878787878,33.54545454545455,25.78787878787879,26.696969696969695,28.848484848484848,35.060606060606055,39.03030303030304,25.24242424242424,47.39393939393939,51.93939393939394,56.03030303030303,39.48484848484848
2,-0.1875,T2,1,6.666666666666668,22.060606060606062,30.06060606060606,33.666666666666664,25.121212121212118,11.303030303030301,3.454545454545454,0.30303030303030326,17.333333333333332,24.51515151515152,28.848484848484848,17.81818181818182,21.03030303030303,15.09090909090909,2.6060606060606077,18.424242424242422,20.969696969696972,28.90909090909091,22.999999999999996,25.515151515151512,24.48484848484848,-16.454545454545457,-10.515151515151517,-6.757575757575758,-19.48484848484848,-16.060606060606066,14.545454545454545,-1.333333333333333,-11.060606060606062,-9.39393939393939,-0.30303030303030837,11.636363636363635,21.515151515151512,22.757575757575758,15.03030303030303,12.727272727272727,-0.4848484848484866,-5.121212121212121,-16.121212121212118,3.848484848484848,-7.454545454545453,-1.2121212121212113,-13.424242424242426,4.454545454545458,-4.515151515151513,-8.757575757575758,1.030303030303028,10.393939393939393,10.848484848484848,27.575757575757574,27.90909090909091,27.121212121212114,27.787878787878785,21.545454545454543,13.78787878787879,12.696969696969694,19.84848484848485,29.06060606060606,30.030303030303035,32.242424242424235,35.39393939393939,38.93939393939394,33.030303030303024,19.484848484848484
3,-0.18125,T2,1,-5.333333333333332,8.06060606060606,16.060606060606062,27.666666666666664,15.121212121212123,4.303030303030303,-1.5454545454545454,-2.696969696969696,10.333333333333332,19.515151515151516,23.848484848484848,17.81818181818182,10.03030303030303,2.090909090909092,6.606060606060607,21.424242424242422,23.96969696969697,24.90909090909091,20.0,18.515151515151516,8.484848484848483,-29.454545454545457,-20.515151515151516,-16.75757575757576,-24.48484848484848,-22.060606060606062,5.545454545454545,-6.333333333333332,-7.060606060606062,-10.393939393939386,-10.303030303030308,5.636363636363637,13.515151515151516,18.757575757575758,12.03030303030303,8.727272727272727,-6.4848484848484835,-15.121212121212121,-1.1212121212121204,3.848484848484848,11.545454545454547,-0.2121212121212116,3.575757575757574,-5.545454545454541,15.484848484848484,-0.7575757575757581,36.03030303030303,40.39393939393939,43.848484848484844,48.57575757575757,42.90909090909091,35.12121212121212,30.787878787878785,21.545454545454543,15.78787878787879,54.696969696969695,53.84848484848485,49.06060606060606,36.03030303030303,40.242424242424235,37.39393939393939,37.93939393939393,24.030303030303028,27.48484848484848
4,-0.175,T2,1,10.666666666666668,20.06060606060606,26.06060606060606,34.666666666666664,27.121212121212118,15.303030303030303,3.454545454545454,20.303030303030305,27.333333333333332,31.515151515151512,34.84848484848485,28.818181818181824,22.03030303030303,9.09090909090909,34.6060606060606,35.42424242424242,37.96969696969696,32.90909090909091,32.0,26.515151515151512,18.484848484848484,-11.454545454545459,-6.515151515151521,-10.757575757575756,-9.48484848484848,-8.060606060606059,13.545454545454545,3.6666666666666665,0.9393939393939372,-2.3939393939393883,-1.3030303030303056,8.636363636363635,16.515151515151512,18.757575757575758,12.03030303030303,9.727272727272725,-1.4848484848484838,-7.121212121212121,1.8787878787878778,13.848484848484855,18.545454545454547,11.787878787878787,3.575757575757574,1.4545454545454597,4.484848484848489,26.242424242424242,17.03030303030303,20.39393939393939,25.848484848484848,27.575757575757574,23.909090909090907,22.121212121212118,19.787878787878785,16.545454545454543,19.78787878787879,10.696969696969695,16.848484848484848,23.06060606060606,23.030303030303035,36.24242424242424,27.393939393939394,37.93939393939393,34.03030303030303,39.48484848484848
5,-0.16875,T2,1,-7.333333333333333,-1.9393939393939394,0.060606060606059976,3.6666666666666674,-2.8787878787878785,-8.696969696969697,-10.545454545454543,-5.696969696969696,-0.6666666666666682,1.5151515151515162,1.8484848484848486,-7.181818181818179,-2.9696969696969693,-9.909090909090908,2.6060606060606077,-0.5757575757575757,1.9696969696969704,-3.0909090909090873,-5.000000000000001,-7.484848484848487,-6.515151515151516,-24.454545454545457,-36.51515151515151,-50.75757575757575,-31.484848484848474,-30.060606060606066,-19.454545454545457,-26.333333333333336,-39.06060606060606,-26.393939393939384,-23.303030303030297,-14.363636363636363,-13.484848484848486,-18.24242424242424,-20.969696969696972,-23.272727272727273,-24.48484848484848,-51.12121212121212,-25.12121212121212,-10.151515151515147,-31.45454545454545,-8.212121212121211,-14.424242424242424,3.454545454545454,-12.51515151515151,-14.757575757575756,-1.9696969696969704,-10.606060606060606,-12.151515151515152,-19.42424242424242,-21.09090909090909,-22.87878787878788,-23.212121212121207,-20.454545454545453,-16.212121212121207,-22.303030303030308,-19.15151515151515,-29.939393939393938,-25.969696969696965,-15.757575757575756,-6.606060606060606,2.939393939393937,9.03030303030303,6.4848484848484835
6,-0.1625,T2,1,-34.33333333333333,-27.939393939393934,-19.93939393939394,-19.333333333333332,-23.87878787878788,-34.696969696969695,-32.54545454545455,-34.696969696969695,-26.666666666666664,-19.48484848484848,-25.151515151515152,-32.18181818181818,-38.96969696969697,-31.909090909090907,-18.39393939393939,-22.575757575757578,-24.030303030303028,-28.090909090909086,-35.99999999999999,-41.484848484848484,-35.515151515151516,-28.45454545454546,-40.515151515151516,-44.75757575757576,-37.484848484848484,-35.06060606060606,-27.454545454545453,-35.33333333333333,-46.06060606060606,-37.39393939393939,-29.303030303030308,-24.363636363636363,-17.484848484848488,-19.242424242424242,-23.96969696969697,-25.272727272727277,-40.484848484848484,-28.12121212121212,-26.121212121212118,-7.151515151515148,-8.45454545454545,3.787878787878788,0.5757575757575757,-4.545454545454544,-3.515151515151509,-24.757575757575754,-5.969696969696966,-12.606060606060607,-13.15151515151515,-28.424242424242422,-31.090909090909093,-40.878787878787875,-38.21212121212121,-32.45454545454545,-27.212121212121204,-15.303030303030306,-21.15151515151515,-40.93939393939393,-36.96969696969697,-32.75757575757576,-34.60606060606061,-44.06060606060606,-41.969696969696976,-40.515151515151516
7,-0.15625,T2,1,-13.333333333333334,-2.9393939393939386,1.0606060606060606,-1.333333333333333,-4.878787878787878,-16.696969696969695,-18.545454545454547,1.303030303030303,0.3333333333333324,1.5151515151515162,-9.15151515151515,-14.18181818181818,-20.96969696969697,-15.90909090909091,5.606060606060608,1.4242424242424248,-5.03030303030303,-15.090909090909088,-22.0,-23.484848484848488,-20.515151515151516,-24.454545454545457,-15.515151515151516,-15.757575757575756,-27.484848484848474,-23.06060606060606,-0.45454545454545403,-13.333333333333334,-15.060606060606062,-16.39393939393939,-17.3030303030303,-0.3636363636363634,4.515151515151515,3.7575757575757573,-0.9696969696969706,-5.272727272727273,-19.48484848484848,1.8787878787878778,-8.121212121212121,0.8484848484848498,8.545454545454547,-52.21212121212121,-0.4242424242424249,0.45454545454545575,4.484848484848489,-17.757575757575758,-7.969696969696967,-8.606060606060607,-5.151515151515152,-19.42424242424242,-24.09090909090909,-31.878787878787882,-27.21212121212121,-19.45454545454545,-13.21212121212121,-23.303030303030305,-26.15151515151515,-42.93939393939394,-30.969696969696965,-19.757575757575758,-42.6060606060606,-62.06060606060606,-64.96969696969697,-48.515151515151516
8,-0.15,T2,1,-18.333333333333332,-3.939393939393939,-0.9393939393939389,-1.333333333333333,0.12121212121212165,-5.696969696969697,-9.545454545454545,-13.696969696969697,-5.666666666666668,-4.484848484848482,-6.1515151515151505,-11.181818181818178,-10.969696969696969,-14.909090909090908,-13.393939393939391,-13.575757575757574,-11.030303030303031,-18.090909090909086,-22.0,-21.484848484848484,-13.515151515151517,-39.45454545454545,-14.51515151515152,-11.75757575757576,-33.484848484848484,-32.06060606060606,2.545454545454545,-4.333333333333333,-2.0606060606060628,-22.393939393939394,-33.3030303030303,10.636363636363637,6.515151515151514,9.757575757575758,8.03030303030303,2.7272727272727257,7.515151515151518,11.878787878787877,-18.12121212121212,3.848484848484848,-14.454545454545453,-27.21212121212121,-5.424242424242427,8.45454545454546,-14.515151515151512,1.2424242424242422,-22.969696969696965,-19.606060606060606,-14.15151515151515,-18.424242424242422,-15.090909090909088,-16.878787878787882,-11.212121212121213,1.5454545454545436,11.78787878787879,-26.303030303030305,-27.151515151515145,-27.939393939393938,-5.969696969696966,2.242424242424241,-38.6060606060606,-50.060606060606055,-45.96969696969696,-30.515151515151512
9,-0.14375,T2,1,-0.3333333333333324,16.060606060606062,23.06060606060606,21.666666666666668,31.121212121212118,30.3030303030303,29.454545454545453,4.303030303030303,11.333333333333332,16.515151515151516,19.848484848484848,19.81818181818182,25.03030303030303,28.09090909090909,-0.39393939393939237,8.424242424242424,6.96969696969697,6.909090909090912,8.999999999999998,13.515151515151514,26.48484848484848,14.545454545454543,17.48484848484848,13.24242424242424,21.51515151515152,18.939393939393934,34.54545454545454,30.66666666666666,23.939393939393938,19.606060606060613,8.696969696969694,40.63636363636364,39.51515151515151,41.75757575757576,39.030303030303024,38.72727272727272,37.51515151515151,37.878787878787875,15.878787878787879,35.848484848484844,16.545454545454543,38.78787878787878,18.575757575757574,3.454545454545454,-5.51515151515151,12.242424242424242,-9.969696969696969,-5.606060606060606,1.848484848484848,-2.4242424242424243,0.9090909090909115,7.121212121212118,12.787878787878787,19.545454545454543,25.78787878787879,-10.303030303030308,-9.151515151515149,-1.9393939393939394,18.030303030303035,24.242424242424242,-20.60606060606061,-14.060606060606062,-4.969696969696969,0.4848484848484832
